dex,pokemon_id,pokemon,base_attack,base_defense,base_stamina,types,fast_moves,charged_moves,elite_moves,legacy_moves,buddy_distance,third_move_cost,released,family_id,evolutions,parent,tags
101,electrode_hisuian,Electrode (Hisuian),176,176,155,"['electric', 'grass']","['THUNDER_SHOCK', 'TACKLE']","['SWIFT', 'WILD_CHARGE', 'ENERGY_BALL']",nan,nan,3.0,50000,True,FAMILY_VOLTORB,nan,voltorb_hisuian,['hisuian']
101,electrode_shadow,Electrode (Shadow),173,173,155,"['electric', 'none']","['SPARK', 'TACKLE', 'VOLT_SWITCH']","['DISCHARGE', 'HYPER_BEAM', 'THUNDERBOLT', 'FOUL_PLAY', 'FRUSTRATION']",['TACKLE'],nan,3.0,50000,True,FAMILY_VOLTORB,nan,voltorb_shadow,['shadow']
102,exeggcute,Exeggcute,107,125,155,"['grass', 'psychic']","['BULLET_SEED', 'CONFUSION']","['ANCIENT_POWER', 'PSYCHIC', 'SEED_BOMB', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_EXEGGCUTE,['exeggutor'],,['shadoweligible']
102,exeggcute_shadow,Exeggcute (Shadow),107,125,155,"['grass', 'psychic']","['BULLET_SEED', 'CONFUSION']","['ANCIENT_POWER', 'PSYCHIC', 'SEED_BOMB', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_EXEGGCUTE,['exeggutor_shadow'],,['shadow']
103,exeggutor,Exeggutor,233,149,216,"['grass', 'psychic']","['BULLET_SEED', 'CONFUSION', 'EXTRASENSORY', 'ZEN_HEADBUTT']","['PSYCHIC', 'SEED_BOMB', 'SOLAR_BEAM', 'RETURN']",['ZEN_HEADBUTT'],nan,3.0,50000,True,FAMILY_EXEGGCUTE,nan,exeggcute,['shadoweligible']
103,exeggutor_alolan,Exeggutor (Alolan),230,153,216,"['grass', 'dragon']","['BULLET_SEED', 'DRAGON_TAIL']","['DRAGON_PULSE', 'SEED_BOMB', 'SOLAR_BEAM', 'DRACO_METEOR', 'RETURN']",['DRACO_METEOR'],nan,3.0,50000,True,FAMILY_EXEGGCUTE,nan,exeggcute,"['alolan', 'shadoweligible']"
103,exeggutor_alolan_shadow,Exeggutor (Alolan) (Shadow),230,153,216,"['grass', 'dragon']","['BULLET_SEED', 'DRAGON_TAIL']","['DRAGON_PULSE', 'SEED_BOMB', 'SOLAR_BEAM', 'DRACO_METEOR', 'FRUSTRATION']",['DRACO_METEOR'],nan,3.0,50000,True,FAMILY_EXEGGCUTE,nan,exeggcute_shadow,"['alolan', 'shadow']"
103,exeggutor_shadow,Exeggutor (Shadow),233,149,216,"['grass', 'psychic']","['BULLET_SEED', 'CONFUSION', 'EXTRASENSORY', 'ZEN_HEADBUTT']","['PSYCHIC', 'SEED_BOMB', 'SOLAR_BEAM', 'FRUSTRATION']",['ZEN_HEADBUTT'],nan,3.0,50000,True,FAMILY_EXEGGCUTE,nan,exeggcute_shadow,['shadow']
104,cubone,Cubone,90,144,137,"['ground', 'none']","['MUD_SLAP', 'ROCK_SMASH']","['BONE_CLUB', 'BULLDOZE', 'DIG', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_CUBONE,"['marowak', 'marowak_alolan']",,['shadoweligible']
104,cubone_shadow,Cubone (Shadow),90,144,137,"['ground', 'none']","['MUD_SLAP', 'ROCK_SMASH']","['BONE_CLUB', 'BULLDOZE', 'DIG', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_CUBONE,"['marowak_shadow', 'marowak_alolan_shadow']",,['shadow']
105,marowak,Marowak,144,186,155,"['ground', 'none']","['MUD_SLAP', 'ROCK_SMASH']","['BONE_CLUB', 'DIG', 'EARTHQUAKE', 'ROCK_SLIDE', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_CUBONE,nan,cubone,['shadoweligible']
105,marowak_alolan,Marowak (Alolan),144,186,155,"['fire', 'ghost']","['HEX', 'ROCK_SMASH', 'FIRE_SPIN']","['BONE_CLUB', 'FIRE_BLAST', 'SHADOW_BALL', 'FLAME_WHEEL', 'SHADOW_BONE', 'RETURN']",['SHADOW_BONE'],nan,3.0,50000,True,FAMILY_CUBONE,nan,cubone,"['alolan', 'shadoweligible']"
105,marowak_alolan_shadow,Marowak (Alolan) (Shadow),144,186,155,"['fire', 'ghost']","['HEX', 'ROCK_SMASH', 'FIRE_SPIN']","['BONE_CLUB', 'FIRE_BLAST', 'SHADOW_BALL', 'FLAME_WHEEL', 'SHADOW_BONE', 'FRUSTRATION']",['SHADOW_BONE'],nan,3.0,50000,True,FAMILY_CUBONE,nan,cubone_shadow,"['alolan', 'shadow']"
105,marowak_shadow,Marowak (Shadow),144,186,155,"['ground', 'none']","['MUD_SLAP', 'ROCK_SMASH']","['BONE_CLUB', 'DIG', 'EARTHQUAKE', 'ROCK_SLIDE', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_CUBONE,nan,cubone_shadow,['shadow']
106,hitmonlee,Hitmonlee,224,181,137,"['fighting', 'none']","['LOW_KICK', 'ROCK_SMASH', 'DOUBLE_KICK']","['BRICK_BREAK', 'CLOSE_COMBAT', 'LOW_SWEEP', 'STOMP', 'STONE_EDGE', 'BLAZE_KICK', 'RETURN']","['STOMP', 'BRICK_BREAK']",nan,5.0,75000,True,FAMILY_TYROGUE,nan,tyrogue,['shadoweligible']
106,hitmonlee_shadow,Hitmonlee (Shadow),224,181,137,"['fighting', 'none']","['LOW_KICK', 'ROCK_SMASH', 'DOUBLE_KICK']","['BRICK_BREAK', 'CLOSE_COMBAT', 'LOW_SWEEP', 'STOMP', 'STONE_EDGE', 'BLAZE_KICK', 'FRUSTRATION']","['STOMP', 'BRICK_BREAK']",nan,5.0,75000,True,FAMILY_TYROGUE,nan,tyrogue,['shadow']
107,hitmonchan,Hitmonchan,193,197,137,"['fighting', 'none']","['BULLET_PUNCH', 'COUNTER', 'ROCK_SMASH']","['BRICK_BREAK', 'CLOSE_COMBAT', 'FIRE_PUNCH', 'ICE_PUNCH', 'THUNDER_PUNCH', 'POWER_UP_PUNCH', 'RETURN']","['ROCK_SMASH', 'BRICK_BREAK']",nan,5.0,75000,True,FAMILY_TYROGUE,nan,tyrogue,['shadoweligible']
107,hitmonchan_shadow,Hitmonchan (Shadow),193,197,137,"['fighting', 'none']","['BULLET_PUNCH', 'COUNTER', 'ROCK_SMASH']","['BRICK_BREAK', 'CLOSE_COMBAT', 'FIRE_PUNCH', 'ICE_PUNCH', 'THUNDER_PUNCH', 'POWER_UP_PUNCH', 'FRUSTRATION']","['ROCK_SMASH', 'BRICK_BREAK']",nan,5.0,75000,True,FAMILY_TYROGUE,nan,tyrogue,['shadow']
108,lickitung,Lickitung,108,137,207,"['normal', 'none']","['LICK', 'ZEN_HEADBUTT']","['HYPER_BEAM', 'POWER_WHIP', 'STOMP', 'BODY_SLAM']",['BODY_SLAM'],nan,3.0,50000,True,FAMILY_LICKITUNG,['lickilicky'],,nan
109,koffing,Koffing,119,141,120,"['poison', 'none']","['ACID', 'INFESTATION', 'TACKLE']","['DARK_PULSE', 'SLUDGE', 'SLUDGE_BOMB', 'RETURN']",nan,['ACID'],3.0,50000,True,FAMILY_KOFFING,['weezing'],,['shadoweligible']
109,koffing_shadow,Koffing (Shadow),119,141,120,"['poison', 'none']","['INFESTATION', 'TACKLE']","['DARK_PULSE', 'SLUDGE', 'SLUDGE_BOMB', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_KOFFING,['weezing_shadow'],,['shadow']
110,weezing,Weezing,174,197,163,"['poison', 'none']","['ACID', 'INFESTATION', 'TACKLE']","['DARK_PULSE', 'SHADOW_BALL', 'SLUDGE_BOMB', 'THUNDERBOLT', 'RETURN']",nan,['ACID'],3.0,50000,True,FAMILY_KOFFING,nan,koffing,['shadoweligible']
110,weezing_galarian,Weezing (Galarian),174,197,163,"['poison', 'fairy']","['TACKLE', 'FAIRY_WIND']","['SLUDGE', 'HYPER_BEAM', 'PLAY_ROUGH', 'OVERHEAT', 'BRUTAL_SWING', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_KOFFING,nan,koffing,"['galarian', 'shadoweligible']"
110,weezing_galarian_shadow,Weezing (Galarian) (Shadow),174,197,163,"['poison', 'fairy']","['TACKLE', 'FAIRY_WIND']","['SLUDGE', 'HYPER_BEAM', 'PLAY_ROUGH', 'OVERHEAT', 'BRUTAL_SWING', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_KOFFING,nan,koffing_shadow,"['galarian', 'shadow']"
110,weezing_shadow,Weezing (Shadow),174,197,163,"['poison', 'none']","['INFESTATION', 'TACKLE']","['DARK_PULSE', 'SHADOW_BALL', 'SLUDGE_BOMB', 'THUNDERBOLT', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_KOFFING,nan,koffing_shadow,['shadow']
111,rhyhorn,Rhyhorn,140,127,190,"['ground', 'rock']","['MUD_SLAP', 'ROCK_SMASH']","['BULLDOZE', 'HORN_ATTACK', 'STOMP', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_RHYHORN,['rhydon'],,['shadoweligible']
111,rhyhorn_shadow,Rhyhorn (Shadow),140,127,190,"['ground', 'rock']","['MUD_SLAP', 'ROCK_SMASH']","['BULLDOZE', 'HORN_ATTACK', 'STOMP', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_RHYHORN,['rhydon_shadow'],,['shadow']
112,rhydon,Rhydon,222,171,233,"['ground', 'rock']","['MUD_SLAP', 'ROCK_SMASH']","['EARTHQUAKE', 'MEGAHORN', 'STONE_EDGE', 'SURF', 'BREAKING_SWIPE', 'RETURN']",['MEGAHORN'],nan,3.0,50000,True,FAMILY_RHYHORN,['rhyperior'],rhyhorn,['shadoweligible']
112,rhydon_shadow,Rhydon (Shadow),222,171,233,"['ground', 'rock']","['MUD_SLAP', 'ROCK_SMASH']","['EARTHQUAKE', 'MEGAHORN', 'STONE_EDGE', 'SURF', 'BREAKING_SWIPE', 'FRUSTRATION']",['MEGAHORN'],nan,3.0,50000,True,FAMILY_RHYHORN,['rhyperior_shadow'],rhyhorn_shadow,['shadow']
113,chansey,Chansey,60,128,487,"['normal', 'none']","['POUND', 'ZEN_HEADBUTT']","['DAZZLING_GLEAM', 'HYPER_BEAM', 'PSYBEAM', 'PSYCHIC']",nan,['PSYBEAM'],5.0,75000,True,FAMILY_CHANSEY,['blissey'],happiny,nan
114,tangela,Tangela,183,169,163,"['grass', 'none']","['INFESTATION', 'VINE_WHIP']","['GRASS_KNOT', 'POWER_WHIP', 'SLUDGE_BOMB', 'SOLAR_BEAM', 'RETURN']",['POWER_WHIP'],nan,3.0,50000,True,FAMILY_TANGELA,['tangrowth'],,['shadoweligible']
114,tangela_shadow,Tangela (Shadow),183,169,163,"['grass', 'none']","['INFESTATION', 'VINE_WHIP']","['GRASS_KNOT', 'POWER_WHIP', 'SLUDGE_BOMB', 'SOLAR_BEAM', 'FRUSTRATION']",['POWER_WHIP'],nan,3.0,50000,True,FAMILY_TANGELA,['tangrowth_shadow'],,['shadow']
115,kangaskhan,Kangaskhan,181,165,233,"['normal', 'none']","['LOW_KICK', 'MUD_SLAP']","['BRICK_BREAK', 'CRUNCH', 'EARTHQUAKE', 'OUTRAGE', 'STOMP', 'POWER_UP_PUNCH']","['BRICK_BREAK', 'STOMP']",nan,3.0,50000,True,,nan,,['regional']
115,kangaskhan_mega,Kangaskhan (Mega),246,210,233,"['normal', 'none']","['LOW_KICK', 'MUD_SLAP']","['BRICK_BREAK', 'CRUNCH', 'EARTHQUAKE', 'OUTRAGE', 'STOMP', 'POWER_UP_PUNCH']","['BRICK_BREAK', 'STOMP']",nan,3.0,50000,True,,nan,,"['regional', 'mega']"
116,horsea,Horsea,129,103,102,"['water', 'none']","['BUBBLE', 'WATER_GUN']","['BUBBLE_BEAM', 'DRAGON_PULSE', 'FLASH_CANNON', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_HORSEA,['seadra'],,['shadoweligible']
116,horsea_shadow,Horsea (Shadow),129,103,102,"['water', 'none']","['BUBBLE', 'WATER_GUN']","['BUBBLE_BEAM', 'DRAGON_PULSE', 'FLASH_CANNON', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_HORSEA,['seadra_shadow'],,['shadow']
117,seadra,Seadra,187,156,146,"['water', 'none']","['DRAGON_BREATH', 'WATER_GUN']","['AURORA_BEAM', 'BLIZZARD', 'DRAGON_PULSE', 'HYDRO_PUMP', 'RETURN']",['BLIZZARD'],nan,3.0,50000,True,FAMILY_HORSEA,['kingdra'],horsea,['shadoweligible']
117,seadra_shadow,Seadra (Shadow),187,156,146,"['water', 'none']","['DRAGON_BREATH', 'WATER_GUN']","['AURORA_BEAM', 'BLIZZARD', 'DRAGON_PULSE', 'HYDRO_PUMP', 'FRUSTRATION']",['BLIZZARD'],nan,3.0,50000,True,FAMILY_HORSEA,['kingdra_shadow'],horsea_shadow,['shadow']
118,goldeen,Goldeen,123,110,128,"['water', 'none']","['MUD_SHOT', 'PECK']","['AQUA_TAIL', 'HORN_ATTACK', 'WATER_PULSE']",nan,nan,3.0,50000,True,FAMILY_GOLDEEN,['seaking'],,nan
119,seaking,Seaking,175,147,190,"['water', 'none']","['PECK', 'POISON_JAB', 'WATERFALL']","['DRILL_RUN', 'ICE_BEAM', 'ICY_WIND', 'MEGAHORN', 'WATER_PULSE']","['POISON_JAB', 'ICY_WIND', 'DRILL_RUN']",nan,3.0,50000,True,FAMILY_GOLDEEN,nan,goldeen,nan
120,staryu,Staryu,137,112,102,"['water', 'none']","['QUICK_ATTACK', 'TACKLE', 'WATER_GUN']","['BUBBLE_BEAM', 'POWER_GEM', 'SWIFT']",nan,['QUICK_ATTACK'],3.0,50000,True,FAMILY_STARYU,['starmie'],,nan
121,starmie,Starmie,210,184,155,"['water', 'psychic']","['HIDDEN_POWER_BUG', 'HIDDEN_POWER_DARK', 'HIDDEN_POWER_DRAGON', 'HIDDEN_POWER_ELECTRIC', 'HIDDEN_POWER_FIGHTING', 'HIDDEN_POWER_FIRE', 'HIDDEN_POWER_FLYING', 'HIDDEN_POWER_GHOST', 'HIDDEN_POWER_GRASS', 'HIDDEN_POWER_GROUND', 'HIDDEN_POWER_ICE', 'HIDDEN_POWER_POISON', 'HIDDEN_POWER_PSYCHIC', 'HIDDEN_POWER_ROCK', 'HIDDEN_POWER_STEEL', 'HIDDEN_POWER_WATER', 'QUICK_ATTACK', 'TACKLE', 'WATER_GUN', 'PSYWAVE']","['HYDRO_PUMP', 'ICE_BEAM', 'POWER_GEM', 'PSYBEAM', 'PSYCHIC', 'THUNDER', 'SURF']",['TACKLE'],['QUICK_ATTACK'],3.0,50000,True,FAMILY_STARYU,nan,staryu,nan
122,mr_mime,Mr. Mime,192,205,120,"['psychic', 'fairy']","['CONFUSION', 'ZEN_HEADBUTT', 'MAGICAL_LEAF', 'PSYWAVE']","['PSYBEAM', 'PSYCHIC', 'SHADOW_BALL']",nan,nan,5.0,75000,True,FAMILY_MR_MIME,nan,mime_jr,['regional']
122,mr_mime_galarian,Mr. Mime (Galarian),183,169,137,"['ice', 'psychic']","['CONFUSION', 'ZEN_HEADBUTT']","['PSYBEAM', 'PSYCHIC', 'ICE_PUNCH', 'TRIPLE_AXEL']",nan,nan,5.0,75000,True,FAMILY_MR_MIME,['mr_rime'],mime_jr,['galarian']
123,scyther,Scyther,218,170,172,"['bug', 'flying']","['AIR_SLASH', 'FURY_CUTTER', 'STEEL_WING']","['AERIAL_ACE', 'BUG_BUZZ', 'NIGHT_SLASH', 'X_SCISSOR', 'TRAILBLAZE', 'RETURN']","['STEEL_WING', 'BUG_BUZZ']",nan,5.0,75000,True,FAMILY_SCYTHER,"['scizor', 'kleavor']",,['shadoweligible']
123,scyther_shadow,Scyther (Shadow),218,170,172,"['bug', 'flying']","['AIR_SLASH', 'FURY_CUTTER', 'STEEL_WING']","['AERIAL_ACE', 'BUG_BUZZ', 'NIGHT_SLASH', 'X_SCISSOR', 'TRAILBLAZE', 'FRUSTRATION']","['STEEL_WING', 'BUG_BUZZ']",nan,5.0,75000,True,FAMILY_SCYTHER,"['scizor_shadow', 'kleavor_shadow']",,['shadow']
124,jynx,Jynx,223,151,163,"['ice', 'psychic']","['CONFUSION', 'FROST_BREATH', 'POUND']","['AVALANCHE', 'DRAINING_KISS', 'FOCUS_BLAST', 'ICE_PUNCH', 'PSYSHOCK']","['POUND', 'ICE_PUNCH']",nan,5.0,75000,True,FAMILY_JYNX,nan,smoochum,nan
125,electabuzz,Electabuzz,198,158,163,"['electric', 'none']","['LOW_KICK', 'THUNDER_SHOCK']","['THUNDER', 'THUNDER_PUNCH', 'THUNDERBOLT', 'RETURN']",nan,nan,5.0,75000,True,FAMILY_ELECTABUZZ,['electivire'],elekid,['shadoweligible']
125,electabuzz_shadow,Electabuzz (Shadow),198,158,163,"['electric', 'none']","['LOW_KICK', 'THUNDER_SHOCK']","['THUNDER', 'THUNDER_PUNCH', 'THUNDERBOLT', 'FRUSTRATION']",nan,nan,5.0,75000,True,FAMILY_ELECTABUZZ,['electivire_shadow'],elekid,['shadow']
126,magmar,Magmar,206,154,163,"['fire', 'none']","['EMBER', 'KARATE_CHOP']","['FIRE_BLAST', 'FIRE_PUNCH', 'FLAMETHROWER', 'SCORCHING_SANDS', 'RETURN']",nan,nan,5.0,75000,True,FAMILY_MAGMAR,['magmortar'],magby,['shadoweligible']
126,magmar_shadow,Magmar (Shadow),206,154,163,"['fire', 'none']","['EMBER', 'KARATE_CHOP']","['FIRE_BLAST', 'FIRE_PUNCH', 'FLAMETHROWER', 'SCORCHING_SANDS', 'FRUSTRATION']",nan,nan,5.0,75000,True,FAMILY_MAGMAR,['magmortar_shadow'],magby,['shadow']
127,pinsir,Pinsir,238,182,163,"['bug', 'none']","['BUG_BITE', 'FURY_CUTTER', 'ROCK_SMASH']","['CLOSE_COMBAT', 'SUBMISSION', 'VICE_GRIP', 'X_SCISSOR', 'SUPER_POWER', 'RETURN']",['SUBMISSION'],nan,5.0,75000,True,,nan,,['shadoweligible']
127,pinsir_mega,Pinsir (Mega),305,231,163,"['bug', 'flying']","['BUG_BITE', 'FURY_CUTTER', 'ROCK_SMASH']","['CLOSE_COMBAT', 'SUBMISSION', 'VICE_GRIP', 'X_SCISSOR', 'SUPER_POWER']",['SUBMISSION'],nan,5.0,75000,True,,nan,,"['shadoweligible', 'mega']"
127,pinsir_shadow,Pinsir (Shadow),238,182,163,"['bug', 'none']","['BUG_BITE', 'FURY_CUTTER', 'ROCK_SMASH']","['CLOSE_COMBAT', 'SUBMISSION', 'VICE_GRIP', 'X_SCISSOR', 'SUPER_POWER', 'FRUSTRATION']",['SUBMISSION'],nan,5.0,75000,True,,nan,,['shadow']
128,tauros,Tauros,198,183,181,"['normal', 'none']","['TACKLE', 'ZEN_HEADBUTT']","['EARTHQUAKE', 'HORN_ATTACK', 'IRON_HEAD', 'TRAILBLAZE']",nan,nan,3.0,50000,True,,nan,,['regional']
129,magikarp,Magikarp,29,85,85,"['water', 'none']",['SPLASH'],"['STRUGGLE', 'RETURN']",nan,nan,1.0,10000,True,FAMILY_MAGIKARP,['gyarados'],,['shadoweligible']
129,magikarp_shadow,Magikarp (Shadow),29,85,85,"['water', 'none']",['SPLASH'],"['STRUGGLE', 'FRUSTRATION']",nan,nan,1.0,10000,True,FAMILY_MAGIKARP,['gyarados_shadow'],,['shadow']
130,gyarados,Gyarados,237,186,216,"['water', 'flying']","['BITE', 'DRAGON_BREATH', 'DRAGON_TAIL', 'WATERFALL']","['CRUNCH', 'DRAGON_PULSE', 'HYDRO_PUMP', 'OUTRAGE', 'TWISTER', 'AQUA_TAIL', 'RETURN']","['DRAGON_TAIL', 'DRAGON_PULSE', 'AQUA_TAIL']",nan,1.0,10000,True,FAMILY_MAGIKARP,nan,magikarp,['shadoweligible']
130,gyarados_mega,Gyarados (Mega),292,247,216,"['water', 'dark']","['BITE', 'DRAGON_BREATH', 'DRAGON_TAIL', 'WATERFALL']","['CRUNCH', 'DRAGON_PULSE', 'HYDRO_PUMP', 'OUTRAGE', 'TWISTER', 'AQUA_TAIL']","['DRAGON_TAIL', 'DRAGON_PULSE', 'AQUA_TAIL']",nan,1.0,10000,True,FAMILY_MAGIKARP,nan,magikarp,"['shadoweligible', 'mega']"
130,gyarados_shadow,Gyarados (Shadow),237,186,216,"['water', 'flying']","['BITE', 'DRAGON_BREATH', 'DRAGON_TAIL', 'WATERFALL']","['CRUNCH', 'DRAGON_PULSE', 'HYDRO_PUMP', 'OUTRAGE', 'TWISTER', 'AQUA_TAIL', 'FRUSTRATION']","['DRAGON_TAIL', 'DRAGON_PULSE', 'AQUA_TAIL']",nan,1.0,10000,True,FAMILY_MAGIKARP,nan,magikarp_shadow,['shadow']
131,lapras,Lapras,165,174,277,"['water', 'ice']","['FROST_BREATH', 'ICE_SHARD', 'WATER_GUN']","['BLIZZARD', 'DRAGON_PULSE', 'HYDRO_PUMP', 'ICE_BEAM', 'SURF', 'SKULL_BASH', 'RETURN']","['ICE_SHARD', 'DRAGON_PULSE', 'ICE_BEAM']",nan,5.0,75000,True,,nan,,['shadoweligible']
131,lapras_shadow,Lapras (Shadow),165,174,277,"['water', 'ice']","['FROST_BREATH', 'ICE_SHARD', 'WATER_GUN']","['BLIZZARD', 'DRAGON_PULSE', 'HYDRO_PUMP', 'ICE_BEAM', 'SURF', 'SKULL_BASH', 'FRUSTRATION']","['ICE_SHARD', 'DRAGON_PULSE', 'ICE_BEAM']",nan,5.0,75000,True,,nan,,['shadow']
132,ditto,Ditto,91,91,134,"['normal', 'none']",['TRANSFORM'],['STRUGGLE'],nan,nan,3.0,50000,False,,nan,,nan
133,eevee,Eevee,104,114,146,"['normal', 'none']","['QUICK_ATTACK', 'TACKLE']","['BODY_SLAM', 'DIG', 'LAST_RESORT', 'SWIFT']","['LAST_RESORT', 'BODY_SLAM']",nan,5.0,75000,True,FAMILY_EEVEE,"['vaporeon', 'jolteon', 'flareon', 'espeon', 'umbreon', 'leafeon', 'glaceon', 'sylveon']",,nan
134,vaporeon,Vaporeon,205,161,277,"['water', 'none']",['WATER_GUN'],"['AQUA_TAIL', 'HYDRO_PUMP', 'LAST_RESORT', 'WATER_PULSE', 'SCALD', 'LIQUIDATION']","['LAST_RESORT', 'SCALD']",nan,5.0,75000,True,FAMILY_EEVEE,nan,eevee,nan
135,jolteon,Jolteon,232,182,163,"['electric', 'none']","['THUNDER_SHOCK', 'VOLT_SWITCH']","['DISCHARGE', 'LAST_RESORT', 'THUNDER', 'THUNDERBOLT', 'ZAP_CANNON']","['LAST_RESORT', 'ZAP_CANNON']",nan,5.0,75000,True,FAMILY_EEVEE,nan,eevee,nan
136,flareon,Flareon,246,179,163,"['fire', 'none']","['EMBER', 'FIRE_SPIN']","['FIRE_BLAST', 'FLAMETHROWER', 'HEAT_WAVE', 'LAST_RESORT', 'OVERHEAT', 'SUPER_POWER']","['LAST_RESORT', 'HEAT_WAVE', 'SUPER_POWER']",nan,5.0,75000,True,FAMILY_EEVEE,nan,eevee,nan
137,porygon,Porygon,153,136,163,"['normal', 'none']","['CHARGE_BEAM', 'HIDDEN_POWER_BUG', 'HIDDEN_POWER_DARK', 'HIDDEN_POWER_DRAGON', 'HIDDEN_POWER_ELECTRIC', 'HIDDEN_POWER_FIGHTING', 'HIDDEN_POWER_FIRE', 'HIDDEN_POWER_FLYING', 'HIDDEN_POWER_GHOST', 'HIDDEN_POWER_GRASS', 'HIDDEN_POWER_GROUND', 'HIDDEN_POWER_ICE', 'HIDDEN_POWER_POISON', 'HIDDEN_POWER_PSYCHIC', 'HIDDEN_POWER_ROCK', 'HIDDEN_POWER_STEEL', 'HIDDEN_POWER_WATER', 'QUICK_ATTACK', 'TACKLE', 'ZEN_HEADBUTT']","['DISCHARGE', 'HYPER_BEAM', 'PSYBEAM', 'SIGNAL_BEAM', 'SOLAR_BEAM', 'ZAP_CANNON', 'RETURN']","['TACKLE', 'ZEN_HEADBUTT', 'SIGNAL_BEAM', 'PSYBEAM', 'DISCHARGE']",['QUICK_ATTACK'],3.0,50000,True,FAMILY_PORYGON,['porygon2'],,['shadoweligible']
137,porygon_shadow,Porygon (Shadow),153,136,163,"['normal', 'none']","['CHARGE_BEAM', 'HIDDEN_POWER_BUG', 'HIDDEN_POWER_DARK', 'HIDDEN_POWER_DRAGON', 'HIDDEN_POWER_ELECTRIC', 'HIDDEN_POWER_FIGHTING', 'HIDDEN_POWER_FIRE', 'HIDDEN_POWER_FLYING', 'HIDDEN_POWER_GHOST', 'HIDDEN_POWER_GRASS', 'HIDDEN_POWER_GROUND', 'HIDDEN_POWER_ICE', 'HIDDEN_POWER_POISON', 'HIDDEN_POWER_PSYCHIC', 'HIDDEN_POWER_ROCK', 'HIDDEN_POWER_STEEL', 'HIDDEN_POWER_WATER', 'TACKLE', 'ZEN_HEADBUTT']","['DISCHARGE', 'HYPER_BEAM', 'PSYBEAM', 'SIGNAL_BEAM', 'SOLAR_BEAM', 'ZAP_CANNON', 'FRUSTRATION']","['TACKLE', 'ZEN_HEADBUTT', 'SIGNAL_BEAM', 'PSYBEAM', 'DISCHARGE']",nan,3.0,50000,True,FAMILY_PORYGON,['porygon2_shadow'],,['shadow']
138,omanyte,Omanyte,155,153,111,"['rock', 'water']","['MUD_SHOT', 'WATER_GUN']","['ANCIENT_POWER', 'BRINE', 'BUBBLE_BEAM', 'ROCK_BLAST', 'ROCK_TOMB', 'RETURN']","['ROCK_TOMB', 'BRINE']",nan,5.0,75000,True,FAMILY_OMANYTE,['omastar'],,['shadoweligible']
138,omanyte_shadow,Omanyte (Shadow),155,153,111,"['rock', 'water']","['MUD_SHOT', 'WATER_GUN']","['ANCIENT_POWER', 'BRINE', 'BUBBLE_BEAM', 'ROCK_BLAST', 'ROCK_TOMB', 'FRUSTRATION']","['ROCK_TOMB', 'BRINE']",nan,5.0,75000,True,FAMILY_OMANYTE,['omastar_shadow'],,['shadow']
139,omastar,Omastar,207,201,172,"['rock', 'water']","['MUD_SHOT', 'ROCK_THROW', 'WATER_GUN']","['ANCIENT_POWER', 'HYDRO_PUMP', 'ROCK_BLAST', 'ROCK_SLIDE', 'RETURN']","['ROCK_THROW', 'ROCK_SLIDE']",nan,5.0,75000,True,FAMILY_OMANYTE,nan,omanyte,['shadoweligible']
139,omastar_shadow,Omastar (Shadow),207,201,172,"['rock', 'water']","['MUD_SHOT', 'ROCK_THROW', 'WATER_GUN']","['ANCIENT_POWER', 'HYDRO_PUMP', 'ROCK_BLAST', 'ROCK_SLIDE', 'FRUSTRATION']","['ROCK_THROW', 'ROCK_SLIDE']",nan,5.0,75000,True,FAMILY_OMANYTE,nan,omanyte_shadow,['shadow']
140,kabuto,Kabuto,148,140,102,"['rock', 'water']","['MUD_SHOT', 'SCRATCH']","['ANCIENT_POWER', 'AQUA_JET', 'ROCK_TOMB']",nan,nan,5.0,75000,True,FAMILY_KABUTO,['kabutops'],,nan
141,kabutops,Kabutops,220,186,155,"['rock', 'water']","['FURY_CUTTER', 'MUD_SHOT', 'ROCK_SMASH', 'WATERFALL']","['ANCIENT_POWER', 'STONE_EDGE', 'WATER_PULSE']",['FURY_CUTTER'],nan,5.0,75000,True,FAMILY_KABUTO,nan,kabuto,nan
142,aerodactyl,Aerodactyl,221,159,190,"['rock', 'flying']","['BITE', 'STEEL_WING', 'ROCK_THROW']","['ANCIENT_POWER', 'HYPER_BEAM', 'IRON_HEAD', 'ROCK_SLIDE', 'EARTH_POWER', 'RETURN']",nan,nan,5.0,75000,True,,nan,,['shadoweligible']
