dex_parent,pokemon_id_parent,pokemon_parent,dex_child,pokemon_id_child,pokemon_child,is_self
79,slowpoke_galarian,Slowpoke (Galarian),80,slowbro_galarian,Slowbro (Galarian),False
79,slowpoke_galarian,Slowpoke (Galarian),80,slowbro_mega,Slowbro (Mega),False
79,slowpoke_galarian,Slowpoke (Galarian),199,slowking_galarian,Slowking (Galarian),False
79,slowpoke_shadow,Slowpoke (Shadow),79,slowpoke_shadow,Slowpoke (Shadow),True
79,slowpoke_shadow,Slowpoke (Shadow),80,slowbro_shadow,Slowbro (Shadow),False
79,slowpoke_shadow,Slowpoke (Shadow),199,slowking_shadow,Slowking (Shadow),False
80,slowbro,Slowbro,80,slowbro,Slowbro,True
80,slowbro,Slowbro,80,slowbro_mega,Slowbro (Mega),False
80,slowbro_galarian,Slowbro (Galarian),80,slowbro_galarian,Slowbro (Galarian),True
80,slowbro_mega,Slowbro (Mega),80,slowbro_mega,Slowbro (Mega),True
80,slowbro_shadow,Slowbro (Shadow),80,slowbro_shadow,Slowbro (Shadow),True
81,magnemite,Magnemite,81,magnemite,Magnemite,True
81,magnemite,Magnemite,82,magneton,Magneton,False
81,magnemite,Magnemite,462,magnezone,Magnezone,False
81,magnemite_shadow,Magnemite (Shadow),81,magnemite_shadow,Magnemite (Shadow),True
81,magnemite_shadow,Magnemite (Shadow),82,magneton_shadow,Magneton (Shadow),False
81,magnemite_shadow,Magnemite (Shadow),462,magnezone_shadow,Magnezone (Shadow),False
82,magneton,Magneton,82,magneton,Magneton,True
82,magneton,Magneton,462,magnezone,Magnezone,False
82,magneton_shadow,Magneton (Shadow),82,magneton_shadow,Magneton (Shadow),True
82,magneton_shadow,Magneton (Shadow),462,magnezone_shadow,Magnezone (Shadow),False
83,farfetchd,Farfetch'd,83,farfetchd,Farfetch'd,True
83,farfetchd_galarian,Farfetch'd (Galarian),83,farfetchd_galarian,Farfetch'd (Galarian),True
83,farfetchd_galarian,Farfetch'd (Galarian),865,sirfetchd,Sirfetch'd,False
84,doduo,Doduo,84,doduo,Doduo,True
84,doduo,Doduo,85,dodrio,Dodrio,False
85,dodrio,Dodrio,85,dodrio,Dodrio,True
86,seel,Seel,86,seel,Seel,True
86,seel,Seel,87,dewgong,Dewgong,False
87,dewgong,Dewgong,87,dewgong,Dewgong,True
88,grimer,Grimer,88,grimer,Grimer,True
88,grimer,Grimer,89,muk,Muk,False
88,grimer_alolan,Grimer (Alolan),88,grimer_alolan,Grimer (Alolan),True
88,grimer_alolan,Grimer (Alolan),89,muk_alolan,Muk (Alolan),False
88,grimer_alolan_shadow,Grimer (Alolan) (Shadow),88,grimer_alolan_shadow,Grimer (Alolan) (Shadow),True
88,grimer_alolan_shadow,Grimer (Alolan) (Shadow),89,muk_alolan_shadow,Muk (Alolan) (Shadow),False
88,grimer_shadow,Grimer (Shadow),88,grimer_shadow,Grimer (Shadow),True
88,grimer_shadow,Grimer (Shadow),89,muk_shadow,Muk (Shadow),False
89,muk,Muk,89,muk,Muk,True
89,muk_alolan,Muk (Alolan),89,muk_alolan,Muk (Alolan),True
89,muk_alolan_shadow,Muk (Alolan) (Shadow),89,muk_alolan_shadow,Muk (Alolan) (Shadow),True
89,muk_shadow,Muk (Shadow),89,muk_shadow,Muk (Shadow),True
90,shellder,Shellder,90,shellder,Shellder,True
90,shellder,Shellder,91,cloyster,Cloyster,False
90,shellder_shadow,Shellder (Shadow),90,shellder_shadow,Shellder (Shadow),True
90,shellder_shadow,Shellder (Shadow),91,cloyster_shadow,Cloyster (Shadow),False
91,cloyster,Cloyster,91,cloyster,Cloyster,True
91,cloyster_shadow,Cloyster (Shadow),91,cloyster_shadow,Cloyster (Shadow),True
92,gastly,Gastly,92,gastly,Gastly,True
92,gastly,Gastly,93,haunter,Haunter,False
92,gastly,Gastly,94,gengar,Gengar,False
92,gastly,Gastly,94,gengar_mega,Gengar (Mega),False
92,gastly_shadow,Gastly (Shadow),92,gastly_shadow,Gastly (Shadow),True
92,gastly_shadow,Gastly (Shadow),93,haunter_shadow,Haunter (Shadow),False
92,gastly_shadow,Gastly (Shadow),94,gengar_shadow,Gengar (Shadow),False
93,haunter,Haunter,93,haunter,Haunter,True
93,haunter,Haunter,94,gengar,Gengar,False
93,haunter,Haunter,94,gengar_mega,Gengar (Mega),False
93,haunter_shadow,Haunter (Shadow),93,haunter_shadow,Haunter (Shadow),True
93,haunter_shadow,Haunter (Shadow),94,gengar_shadow,Gengar (Shadow),False
94,gengar,Gengar,94,gengar,Gengar,True
94,gengar,Gengar,94,gengar_mega,Gengar (Mega),False
94,gengar_mega,Gengar (Mega),94,gengar_mega,Gengar (Mega),True
94,gengar_shadow,Gengar (Shadow),94,gengar_shadow,Gengar (Shadow),True
95,onix,Onix,95,onix,Onix,True
95,onix,Onix,208,steelix,Steelix,False
95,onix,Onix,208,steelix_mega,Steelix (Mega),False
95,onix_shadow,Onix (Shadow),95,onix_shadow,Onix (Shadow),True
95,onix_shadow,Onix (Shadow),208,steelix_shadow,Steelix (Shadow),False
96,drowzee,Drowzee,96,drowzee,Drowzee,True
96,drowzee,Drowzee,97,hypno,Hypno,False
96,drowzee_shadow,Drowzee (Shadow),96,drowzee_shadow,Drowzee (Shadow),True
96,drowzee_shadow,Drowzee (Shadow),97,hypno_shadow,Hypno (Shadow),False
97,hypno,Hypno,97,hypno,Hypno,True
97,hypno_shadow,Hypno (Shadow),97,hypno_shadow,Hypno (Shadow),True
98,krabby,Krabby,98,krabby,Krabby,True
98,krabby,Krabby,99,kingler,Kingler,False
99,kingler,Kingler,99,kingler,Kingler,True
100,voltorb,Voltorb,100,voltorb,Voltorb,True
100,voltorb,Voltorb,101,electrode,Electrode,False
100,voltorb_hisuian,Voltorb (Hisuian),100,voltorb_hisuian,Voltorb (Hisuian),True
100,voltorb_hisuian,Voltorb (Hisuian),101,electrode_hisuian,Electrode (Hisuian),False
100,voltorb_shadow,Voltorb (Shadow),100,voltorb_shadow,Voltorb (Shadow),True
100,voltorb_shadow,Voltorb (Shadow),101,electrode_shadow,Electrode (Shadow),False
101,electrode,Electrode,101,electrode,Electrode,True
101,electrode_hisuian,Electrode (Hisuian),101,electrode_hisuian,Electrode (Hisuian),True
101,electrode_shadow,Electrode (Shadow),101,electrode_shadow,Electrode (Shadow),True
102,exeggcute,Exeggcute,102,exeggcute,Exeggcute,True
102,exeggcute,Exeggcute,103,exeggutor,Exeggutor,False
102,exeggcute,Exeggcute,103,exeggutor_alolan,Exeggutor (Alolan),False
102,exeggcute_shadow,Exeggcute (Shadow),102,exeggcute_shadow,Exeggcute (Shadow),True
102,exeggcute_shadow,Exeggcute (Shadow),103,exeggutor_alolan_shadow,Exeggutor (Alolan) (Shadow),False
102,exeggcute_shadow,Exeggcute (Shadow),103,exeggutor_shadow,Exeggutor (Shadow),False
103,exeggutor,Exeggutor,103,exeggutor,Exeggutor,True
103,exeggutor_alolan,Exeggutor (Alolan),103,exeggutor_alolan,Exeggutor (Alolan),True
103,exeggutor_alolan_shadow,Exeggutor (Alolan) (Shadow),103,exeggutor_alolan_shadow,Exeggutor (Alolan) (Shadow),True
103,exeggutor_shadow,Exeggutor (Shadow),103,exeggutor_shadow,Exeggutor (Shadow),True
104,cubone,Cubone,104,cubone,Cubone,True
104,cubone,Cubone,105,marowak,Marowak,False
104,cubone,Cubone,105,marowak_alolan,Marowak (Alolan),False
104,cubone_shadow,Cubone (Shadow),104,cubone_shadow,Cubone (Shadow),True
104,cubone_shadow,Cubone (Shadow),105,marowak_alolan_shadow,Marowak (Alolan) (Shadow),False
104,cubone_shadow,Cubone (Shadow),105,marowak_shadow,Marowak (Shadow),False
105,marowak,Marowak,105,marowak,Marowak,True
105,marowak_alolan,Marowak (Alolan),105,marowak_alolan,Marowak (Alolan),True
105,marowak_alolan_shadow,Marowak (Alolan) (Shadow),105,marowak_alolan_shadow,Marowak (Alolan) (Shadow),True
105,marowak_shadow,Marowak (Shadow),105,marowak_shadow,Marowak (Shadow),True
106,hitmonlee,Hitmonlee,106,hitmonlee,Hitmonlee,True
106,hitmonlee_shadow,Hitmonlee (Shadow),106,hitmonlee_shadow,Hitmonlee (Shadow),True
107,hitmonchan,Hitmonchan,107,hitmonchan,Hitmonchan,True
107,hitmonchan_shadow,Hitmonchan (Shadow),107,hitmonchan_shadow,Hitmonchan (Shadow),True
108,lickitung,Lickitung,108,lickitung,Lickitung,True
108,lickitung,Lickitung,463,lickilicky,Lickilicky,False
109,koffing,Koffing,109,koffing,Koffing,True
109,koffing,Koffing,110,weezing,Weezing,False
109,koffing,Koffing,110,weezing_galarian,Weezing (Galarian),False
109,koffing_shadow,Koffing (Shadow),109,koffing_shadow,Koffing (Shadow),True
109,koffing_shadow,Koffing (Shadow),110,weezing_galarian_shadow,Weezing (Galarian) (Shadow),False
109,koffing_shadow,Koffing (Shadow),110,weezing_shadow,Weezing (Shadow),False
110,weezing,Weezing,110,weezing,Weezing,True
110,weezing_galarian,Weezing (Galarian),110,weezing_galarian,Weezing (Galarian),True
110,weezing_galarian_shadow,Weezing (Galarian) (Shadow),110,weezing_galarian_shadow,Weezing (Galarian) (Shadow),True
110,weezing_shadow,Weezing (Shadow),110,weezing_shadow,Weezing (Shadow),True
111,rhyhorn,Rhyhorn,111,rhyhorn,Rhyhorn,True
111,rhyhorn,Rhyhorn,112,rhydon,Rhydon,False
111,rhyhorn,Rhyhorn,464,rhyperior,Rhyperior,False
111,rhyhorn_shadow,Rhyhorn (Shadow),111,rhyhorn_shadow,Rhyhorn (Shadow),True
111,rhyhorn_shadow,Rhyhorn (Shadow),112,rhydon_shadow,Rhydon (Shadow),False
111,rhyhorn_shadow,Rhyhorn (Shadow),464,rhyperior_shadow,Rhyperior (Shadow),False
112,rhydon,Rhydon,112,rhydon,Rhydon,True
112,rhydon,Rhydon,464,rhyperior,Rhyperior,False
112,rhydon_shadow,Rhydon (Shadow),112,rhydon_shadow,Rhydon (Shadow),True
112,rhydon_shadow,Rhydon (Shadow),464,rhyperior_shadow,Rhyperior (Shadow),False
113,chansey,Chansey,113,chansey,Chansey,True
113,chansey,Chansey,242,blissey,Blissey,False
114,tangela,Tangela,114,tangela,Tangela,True
114,tangela,Tangela,465,tangrowth,Tangrowth,False
114,tangela_shadow,Tangela (Shadow),114,tangela_shadow,Tangela (Shadow),True
114,tangela_shadow,Tangela (Shadow),465,tangrowth_shadow,Tangrowth (Shadow),False
115,kangaskhan,Kangaskhan,115,kangaskhan,Kangaskhan,True
115,kangaskhan,Kangaskhan,115,kangaskhan_mega,Kangaskhan (Mega),False
115,kangaskhan_mega,Kangaskhan (Mega),115,kangaskhan_mega,Kangaskhan (Mega),True
116,horsea,Horsea,116,horsea,Horsea,True
116,horsea,Horsea,117,seadra,Seadra,False
116,horsea,Horsea,230,kingdra,Kingdra,False
116,horsea_shadow,Horsea (Shadow),116,horsea_shadow,Horsea (Shadow),True
116,horsea_shadow,Horsea (Shadow),117,seadra_shadow,Seadra (Shadow),False
116,horsea_shadow,Horsea (Shadow),230,kingdra_shadow,Kingdra (Shadow),False
117,seadra,Seadra,117,seadra,Seadra,True
117,seadra,Seadra,230,kingdra,Kingdra,False
117,seadra_shadow,Seadra (Shadow),117,seadra_shadow,Seadra (Shadow),True
117,seadra_shadow,Seadra (Shadow),230,kingdra_shadow,Kingdra (Shadow),False
118,goldeen,Goldeen,118,goldeen,Goldeen,True
118,goldeen,Goldeen,119,seaking,Seaking,False
119,seaking,Seaking,119,seaking,Seaking,True
120,staryu,Staryu,120,staryu,Staryu,True
120,staryu,Staryu,121,starmie,Starmie,False
121,starmie,Starmie,121,starmie,Starmie,True
122,mr_mime,Mr. Mime,122,mr_mime,Mr. Mime,True
122,mr_mime_galarian,Mr. Mime (Galarian),122,mr_mime_galarian,Mr. Mime (Galarian),True
122,mr_mime_galarian,Mr. Mime (Galarian),866,mr_rime,Mr. Rime,False
123,scyther,Scyther,123,scyther,Scyther,True
123,scyther,Scyther,212,scizor,Scizor,False
123,scyther,Scyther,212,scizor_mega,Scizor (Mega),False
123,scyther,Scyther,900,kleavor,Kleavor,False
123,scyther_shadow,Scyther (Shadow),123,scyther_shadow,Scyther (Shadow),True
123,scyther_shadow,Scyther (Shadow),212,scizor_shadow,Scizor (Shadow),False
124,jynx,Jynx,124,jynx,Jynx,True
125,electabuzz,Electabuzz,125,electabuzz,Electabuzz,True
125,electabuzz,Electabuzz,466,electivire,Electivire,False
125,electabuzz_shadow,Electabuzz (Shadow),125,electabuzz_shadow,Electabuzz (Shadow),True
125,electabuzz_shadow,Electabuzz (Shadow),466,electivire_shadow,Electivire (Shadow),False
126,magmar,Magmar,126,magmar,Magmar,True
126,magmar,Magmar,467,magmortar,Magmortar,False
126,magmar_shadow,Magmar (Shadow),126,magmar_shadow,Magmar (Shadow),True
126,magmar_shadow,Magmar (Shadow),467,magmortar_shadow,Magmortar (Shadow),False
127,pinsir,Pinsir,127,pinsir,Pinsir,True
127,pinsir,Pinsir,127,pinsir_mega,Pinsir (Mega),False
127,pinsir_mega,Pinsir (Mega),127,pinsir_mega,Pinsir (Mega),True
127,pinsir_shadow,Pinsir (Shadow),127,pinsir_shadow,Pinsir (Shadow),True
128,tauros,Tauros,128,tauros,Tauros,True
129,magikarp,Magikarp,129,magikarp,Magikarp,True
129,magikarp,Magikarp,130,gyarados,Gyarados,False
129,magikarp,Magikarp,130,gyarados_mega,Gyarados (Mega),False
129,magikarp_shadow,Magikarp (Shadow),129,magikarp_shadow,Magikarp (Shadow),True
129,magikarp_shadow,Magikarp (Shadow),130,gyarados_shadow,Gyarados (Shadow),False
130,gyarados,Gyarados,130,gyarados,Gyarados,True
130,gyarados,Gyarados,130,gyarados_mega,Gyarados (Mega),False
130,gyarados_mega,Gyarados (Mega),130,gyarados_mega,Gyarados (Mega),True
130,gyarados_shadow,Gyarados (Shadow),130,gyarados_shadow,Gyarados (Shadow),True
131,lapras,Lapras,131,lapras,Lapras,True
131,lapras_shadow,Lapras (Shadow),131,lapras_shadow,Lapras (Shadow),True
132,ditto,Ditto,132,ditto,Ditto,True
133,eevee,Eevee,133,eevee,Eevee,True
133,eevee,Eevee,134,vaporeon,Vaporeon,False
133,eevee,Eevee,135,jolteon,Jolteon,False
133,eevee,Eevee,136,flareon,Flareon,False
133,eevee,Eevee,196,espeon,Espeon,False
133,eevee,Eevee,197,umbreon,Umbreon,False
133,eevee,Eevee,470,leafeon,Leafeon,False
133,eevee,Eevee,471,glaceon,Glaceon,False
133,eevee,Eevee,700,sylveon,Sylveon,False
134,vaporeon,Vaporeon,134,vaporeon,Vaporeon,True
135,jolteon,Jolteon,135,jolteon,Jolteon,True
136,flareon,Flareon,136,flareon,Flareon,True
137,porygon,Porygon,137,porygon,Porygon,True
137,porygon,Porygon,233,porygon2,Porygon2,False
137,porygon,Porygon,474,porygon_z,Porygon-Z,False
137,porygon_shadow,Porygon (Shadow),137,porygon_shadow,Porygon (Shadow),True
137,porygon_shadow,Porygon (Shadow),233,porygon2_shadow,Porygon2 (Shadow),False
137,porygon_shadow,Porygon (Shadow),474,porygon_z_shadow,Porygon-Z (Shadow),False
138,omanyte,Omanyte,138,omanyte,Omanyte,True
138,omanyte,Omanyte,139,omastar,Omastar,False
138,omanyte_shadow,Omanyte (Shadow),138,omanyte_shadow,Omanyte (Shadow),True
138,omanyte_shadow,Omanyte (Shadow),139,omastar_shadow,Omastar (Shadow),False
139,omastar,Omastar,139,omastar,Omastar,True
139,omastar_shadow,Omastar (Shadow),139,omastar_shadow,Omastar (Shadow),True
140,kabuto,Kabuto,140,kabuto,Kabuto,True
140,kabuto,Kabuto,141,kabutops,Kabutops,False
141,kabutops,Kabutops,141,kabutops,Kabutops,True
142,aerodactyl,Aerodactyl,142,aerodactyl,Aerodactyl,True
142,aerodactyl,Aerodactyl,142,aerodactyl_mega,Aerodactyl (Mega),False
142,aerodactyl_mega,Aerodactyl (Mega),142,aerodactyl_mega,Aerodactyl (Mega),True
142,aerodactyl_shadow,Aerodactyl (Shadow),142,aerodactyl_shadow,Aerodactyl (Shadow),True
143,snorlax,Snorlax,143,snorlax,Snorlax,True
143,snorlax_shadow,Snorlax (Shadow),143,snorlax_shadow,Snorlax (Shadow),True
144,articuno,Articuno,144,articuno,Articuno,True
144,articuno_galarian,Articuno (Galarian),144,articuno_galarian,Articuno (Galarian),True
144,articuno_shadow,Articuno (Shadow),144,articuno_shadow,Articuno (Shadow),True
145,zapdos,Zapdos,145,zapdos,Zapdos,True
145,zapdos_galarian,Zapdos (Galarian),145,zapdos_galarian,Zapdos (Galarian),True
145,zapdos_shadow,Zapdos (Shadow),145,zapdos_shadow,Zapdos (Shadow),True
146,moltres,Moltres,146,moltres,Moltres,True
146,moltres_galarian,Moltres (Galarian),146,moltres_galarian,Moltres (Galarian),True
146,moltres_shadow,Moltres (Shadow),146,moltres_shadow,Moltres (Shadow),True
147,dratini,Dratini,147,dratini,Dratini,True
147,dratini,Dratini,148,dragonair,Dragonair,False
147,dratini,Dratini,149,dragonite,Dragonite,False
147,dratini_shadow,Dratini (Shadow),147,dratini_shadow,Dratini (Shadow),True
147,dratini_shadow,Dratini (Shadow),148,dragonair_shadow,Dragonair (Shadow),False
147,dratini_shadow,Dratini (Shadow),149,dragonite_shadow,Dragonite (Shadow),False
148,dragonair,Dragonair,148,dragonair,Dragonair,True
148,dragonair,Dragonair,149,dragonite,Dragonite,False
148,dragonair_shadow,Dragonair (Shadow),148,dragonair_shadow,Dragonair (Shadow),True
148,dragonair_shadow,Dragonair (Shadow),149,dragonite_shadow,Dragonite (Shadow),False
149,dragonite,Dragonite,149,dragonite,Dragonite,True
149,dragonite_shadow,Dragonite (Shadow),149,dragonite_shadow,Dragonite (Shadow),True
150,mewtwo,Mewtwo,150,mewtwo,Mewtwo,True
150,mewtwo_armored,Mewtwo (Armored),150,mewtwo_armored,Mewtwo (Armored),True
150,mewtwo_shadow,Mewtwo (Shadow),150,mewtwo_shadow,Mewtwo (Shadow),True
151,mew,Mew,151,mew,Mew,True
152,chikorita,Chikorita,152,chikorita,Chikorita,True
152,chikorita,Chikorita,153,bayleef,Bayleef,False
152,chikorita,Chikorita,154,meganium,Meganium,False
152,chikorita_shadow,Chikorita (Shadow),152,chikorita_shadow,Chikorita (Shadow),True
152,chikorita_shadow,Chikorita (Shadow),153,bayleef_shadow,Bayleef (Shadow),False
152,chikorita_shadow,Chikorita (Shadow),154,meganium_shadow,Meganium (Shadow),False
153,bayleef,Bayleef,153,bayleef,Bayleef,True
153,bayleef,Bayleef,154,meganium,Meganium,False
153,bayleef_shadow,Bayleef (Shadow),153,bayleef_shadow,Bayleef (Shadow),True
153,bayleef_shadow,Bayleef (Shadow),154,meganium_shadow,Meganium (Shadow),False
154,meganium,Meganium,154,meganium,Meganium,True
154,meganium_shadow,Meganium (Shadow),154,meganium_shadow,Meganium (Shadow),True
155,cyndaquil,Cyndaquil,155,cyndaquil,Cyndaquil,True
155,cyndaquil,Cyndaquil,156,quilava,Quilava,False
155,cyndaquil,Cyndaquil,157,typhlosion,Typhlosion,False
155,cyndaquil,Cyndaquil,157,typhlosion_hisuian,Typhlosion (Hisuian),False
155,cyndaquil_shadow,Cyndaquil (Shadow),155,cyndaquil_shadow,Cyndaquil (Shadow),True
155,cyndaquil_shadow,Cyndaquil (Shadow),156,quilava_shadow,Quilava (Shadow),False
155,cyndaquil_shadow,Cyndaquil (Shadow),157,typhlosion_shadow,Typhlosion (Shadow),False
156,quilava,Quilava,156,quilava,Quilava,True
156,quilava,Quilava,157,typhlosion,Typhlosion,False
156,quilava,Quilava,157,typhlosion_hisuian,Typhlosion (Hisuian),False
156,quilava_shadow,Quilava (Shadow),156,quilava_shadow,Quilava (Shadow),True
156,quilava_shadow,Quilava (Shadow),157,typhlosion_shadow,Typhlosion (Shadow),False
157,typhlosion,Typhlosion,157,typhlosion,Typhlosion,True
157,typhlosion_hisuian,Typhlosion (Hisuian),157,typhlosion_hisuian,Typhlosion (Hisuian),True
157,typhlosion_shadow,Typhlosion (Shadow),157,typhlosion_shadow,Typhlosion (Shadow),True
158,totodile,Totodile,158,totodile,Totodile,True
158,totodile,Totodile,159,croconaw,Croconaw,False
158,totodile,Totodile,160,feraligatr,Feraligatr,False
158,totodile_shadow,Totodile (Shadow),158,totodile_shadow,Totodile (Shadow),True
158,totodile_shadow,Totodile (Shadow),159,croconaw_shadow,Croconaw (Shadow),False
158,totodile_shadow,Totodile (Shadow),160,feraligatr_shadow,Feraligatr (Shadow),False
159,croconaw,Croconaw,159,croconaw,Croconaw,True
159,croconaw,Croconaw,160,feraligatr,Feraligatr,False
159,croconaw_shadow,Croconaw (Shadow),159,croconaw_shadow,Croconaw (Shadow),True
159,croconaw_shadow,Croconaw (Shadow),160,feraligatr_shadow,Feraligatr (Shadow),False
160,feraligatr,Feraligatr,160,feraligatr,Feraligatr,True
160,feraligatr_shadow,Feraligatr (Shadow),160,feraligatr_shadow,Feraligatr (Shadow),True
161,sentret,Sentret,161,sentret,Sentret,True
161,sentret,Sentret,162,furret,Furret,False
162,furret,Furret,162,furret,Furret,True
163,hoothoot,Hoothoot,163,hoothoot,Hoothoot,True
163,hoothoot,Hoothoot,164,noctowl,Noctowl,False
164,noctowl,Noctowl,164,noctowl,Noctowl,True
165,ledyba,Ledyba,165,ledyba,Ledyba,True
165,ledyba,Ledyba,166,ledian,Ledian,False
165,ledyba_shadow,Ledyba (Shadow),165,ledyba_shadow,Ledyba (Shadow),True
165,ledyba_shadow,Ledyba (Shadow),166,ledian_shadow,Ledian (Shadow),False
166,ledian,Ledian,166,ledian,Ledian,True
166,ledian_shadow,Ledian (Shadow),166,ledian_shadow,Ledian (Shadow),True
167,spinarak,Spinarak,167,spinarak,Spinarak,True
167,spinarak,Spinarak,168,ariados,Ariados,False
168,ariados,Ariados,168,ariados,Ariados,True
169,crobat,Crobat,169,crobat,Crobat,True
169,crobat_shadow,Crobat (Shadow),169,crobat_shadow,Crobat (Shadow),True
170,chinchou,Chinchou,170,chinchou,Chinchou,True
170,chinchou,Chinchou,171,lanturn,Lanturn,False
170,chinchou,Chinchou,171,lanturnw,Lanturn,False
171,lanturn,Lanturn,171,lanturn,Lanturn,True
171,lanturnw,Lanturn,171,lanturnw,Lanturn,True
172,pichu,Pichu,25,pikachu,Pikachu,False
172,pichu,Pichu,25,pikachu_horizons,Pikachu (Horizons),False
172,pichu,Pichu,25,pikachu_kariyushi,Pikachu (Kariyushi),False
172,pichu,Pichu,25,pikachu_pop_star,Pikachu (Pop Star),False
172,pichu,Pichu,25,pikachu_rock_star,Pikachu (Rock Star),False
172,pichu,Pichu,25,pikachu_shaymin,Pikachu (Shaymin Scarf),False
172,pichu,Pichu,26,raichu,Raichu,False
172,pichu,Pichu,26,raichu_alolan,Raichu (Alolan),False
172,pichu,Pichu,172,pichu,Pichu,True
173,cleffa,Cleffa,35,clefairy,Clefairy,False
173,cleffa,Cleffa,36,clefable,Clefable,False
173,cleffa,Cleffa,173,cleffa,Cleffa,True
174,igglybuff,Igglybuff,39,jigglypuff,Jigglypuff,False
174,igglybuff,Igglybuff,40,wigglytuff,Wigglytuff,False
174,igglybuff,Igglybuff,174,igglybuff,Igglybuff,True
175,togepi,Togepi,175,togepi,Togepi,True
175,togepi,Togepi,176,togetic,Togetic,False
175,togepi,Togepi,468,togekiss,Togekiss,False
176,togetic,Togetic,176,togetic,Togetic,True
176,togetic,Togetic,468,togekiss,Togekiss,False
177,natu,Natu,177,natu,Natu,True
177,natu,Natu,178,xatu,Xatu,False
177,natu_shadow,Natu (Shadow),177,natu_shadow,Natu (Shadow),True
177,natu_shadow,Natu (Shadow),178,xatu_shadow,Xatu (Shadow),False
178,xatu,Xatu,178,xatu,Xatu,True
178,xatu_shadow,Xatu (Shadow),178,xatu_shadow,Xatu (Shadow),True
179,mareep,Mareep,179,mareep,Mareep,True
179,mareep,Mareep,180,flaaffy,Flaaffy,False
179,mareep,Mareep,181,ampharos,Ampharos,False
179,mareep,Mareep,181,ampharos_mega,Ampharos (Mega),False
179,mareep_shadow,Mareep (Shadow),179,mareep_shadow,Mareep (Shadow),True
179,mareep_shadow,Mareep (Shadow),180,flaaffy_shadow,Flaaffy (Shadow),False
179,mareep_shadow,Mareep (Shadow),181,ampharos_shadow,Ampharos (Shadow),False
180,flaaffy,Flaaffy,180,flaaffy,Flaaffy,True
180,flaaffy,Flaaffy,181,ampharos,Ampharos,False
180,flaaffy,Flaaffy,181,ampharos_mega,Ampharos (Mega),False
180,flaaffy_shadow,Flaaffy (Shadow),180,flaaffy_shadow,Flaaffy (Shadow),True
180,flaaffy_shadow,Flaaffy (Shadow),181,ampharos_shadow,Ampharos (Shadow),False
181,ampharos,Ampharos,181,ampharos,Ampharos,True
181,ampharos,Ampharos,181,ampharos_mega,Ampharos (Mega),False
181,ampharos_mega,Ampharos (Mega),181,ampharos_mega,Ampharos (Mega),True
181,ampharos_shadow,Ampharos (Shadow),181,ampharos_shadow,Ampharos (Shadow),True
182,bellossom,Bellossom,182,bellossom,Bellossom,True
182,bellossom_shadow,Bellossom (Shadow),182,bellossom_shadow,Bellossom (Shadow),True
183,marill,Marill,183,marill,Marill,True
183,marill,Marill,184,azumarill,Azumarill,False
184,azumarill,Azumarill,184,azumarill,Azumarill,True
185,sudowoodo,Sudowoodo,185,sudowoodo,Sudowoodo,True
185,sudowoodo_shadow,Sudowoodo (Shadow),185,sudowoodo_shadow,Sudowoodo (Shadow),True
186,politoed,Politoed,186,politoed,Politoed,True
186,politoed_shadow,Politoed (Shadow),186,politoed_shadow,Politoed (Shadow),True
187,hoppip,Hoppip,187,hoppip,Hoppip,True
187,hoppip,Hoppip,188,skiploom,Skiploom,False
187,hoppip,Hoppip,189,jumpluff,Jumpluff,False
187,hoppip_shadow,Hoppip (Shadow),187,hoppip_shadow,Hoppip (Shadow),True
187,hoppip_shadow,Hoppip (Shadow),188,skiploom_shadow,Skiploom (Shadow),False
187,hoppip_shadow,Hoppip (Shadow),189,jumpluff_shadow,Jumpluff (Shadow),False
188,skiploom,Skiploom,188,skiploom,Skiploom,True
188,skiploom,Skiploom,189,jumpluff,Jumpluff,False
188,skiploom_shadow,Skiploom (Shadow),188,skiploom_shadow,Skiploom (Shadow),True
188,skiploom_shadow,Skiploom (Shadow),189,jumpluff_shadow,Jumpluff (Shadow),False
189,jumpluff,Jumpluff,189,jumpluff,Jumpluff,True
189,jumpluff_shadow,Jumpluff (Shadow),189,jumpluff_shadow,Jumpluff (Shadow),True
190,aipom,Aipom,190,aipom,Aipom,True
190,aipom,Aipom,424,ambipom,Ambipom,False
190,aipom_shadow,Aipom (Shadow),190,aipom_shadow,Aipom (Shadow),True
190,aipom_shadow,Aipom (Shadow),424,ambipom_shadow,Ambipom (Shadow),False
191,sunkern,Sunkern,191,sunkern,Sunkern,True
191,sunkern,Sunkern,192,sunflora,Sunflora,False
192,sunflora,Sunflora,192,sunflora,Sunflora,True
193,yanma,Yanma,193,yanma,Yanma,True
193,yanma,Yanma,469,yanmega,Yanmega,False
194,wooper,Wooper,194,wooper,Wooper,True
194,wooper,Wooper,195,quagsire,Quagsire,False
194,wooper_paldean,Wooper (Paldean),194,wooper_paldean,Wooper (Paldean),True
194,wooper_paldean,Wooper (Paldean),980,clodsire,Clodsire,False
194,wooper_paldean,Wooper (Paldean),980,clodsiresb,Clodsire,False
194,wooper_shadow,Wooper (Shadow),194,wooper_shadow,Wooper (Shadow),True
194,wooper_shadow,Wooper (Shadow),195,quagsire_shadow,Quagsire (Shadow),False
195,quagsire,Quagsire,195,quagsire,Quagsire,True
195,quagsire_shadow,Quagsire (Shadow),195,quagsire_shadow,Quagsire (Shadow),True
196,espeon,Espeon,196,espeon,Espeon,True
